Booking_ID,Date_Time,Year,Month,Day_of_Week,Hour,Customer_ID,Customer_Type,Booking_Type,Seat_Type,Duration_Hours,Total_Amount_MYR,Payment_Method,Rating,Peak_Hour,Occupancy_Rate_%,Seat_Available
BK00795,05-03-2020 10:05,2020,3,Thursday,10,C0537,Working Professional,Walk-in,Private Room,1.9,28.5,Cash,5,No,56,Yes
BK01181,05-03-2020 16:57,2020,3,Thursday,16,C1195,University Student,Pre-Booked,Individual,2.9,11.6,Card,4,Yes,60,N/A
BK03612,06-03-2020 18:55,2020,3,Friday,18,C1883,University Student,Pre-Booked,Private Room,3.1,46.5,E-Wallet,4,Yes,58,N/A
BK00125,07-03-2020 08:31,2020,3,Saturday,8,C0425,University Student,Walk-in,Individual,2.2,8.8,E-Wallet,5,No,77,Yes
BK03586,07-03-2020 17:22,2020,3,Saturday,17,C0068,Other,Pre-Booked,Group,3.1,12.4,Card,3,Yes,66,N/A
BK04719,07-03-2020 21:42,2020,3,Saturday,21,C0986,University Student,Walk-in,Private Room,2.2,33,E-Wallet,4,Yes,68,Yes
BK02715,08-03-2020 06:15,2020,3,Sunday,6,C1779,University Student,Pre-Booked,Individual,2.1,8.4,E-Wallet,4,No,61,N/A
BK01342,08-03-2020 13:47,2020,3,Sunday,13,C0518,University Student,Pre-Booked,Group,2.9,11.6,Card,4,No,62,N/A
BK01062,08-03-2020 23:06,2020,3,Sunday,23,C1517,University Student,Walk-in,Individual,1.4,5.6,Cash,2,No,66,Yes
BK02219,09-03-2020 05:56,2020,3,Monday,5,C1605,University Student,Pre-Booked,Individual,1.6,6.4,Card,5,No,58,N/A
BK05239,09-03-2020 17:17,2020,3,Monday,17,C0729,Other,Pre-Booked,Group,1.5,6,E-Wallet,4,Yes,45,N/A
BK02144,09-03-2020 17:50,2020,3,Monday,17,C1041,University Student,Pre-Booked,Private Room,3.4,51,Cash,5,Yes,54,N/A
BK01703,10-03-2020 01:13,2020,3,Tuesday,1,C1950,University Student,Walk-in,Individual,1.5,6,Cash,5,No,51,Yes
BK03184,10-03-2020 10:17,2020,3,Tuesday,10,C1648,University Student,Walk-in,Private Room,2,30,Cash,5,No,57,Yes
BK01979,10-03-2020 15:14,2020,3,Tuesday,15,C1988,Freelancer,Walk-in,Group,2.4,9.6,Cash,4,Yes,52,Yes
BK04231,10-03-2020 15:54,2020,3,Tuesday,15,C1016,University Student,Pre-Booked,Individual,2.3,9.2,E-Wallet,4,Yes,61,N/A
BK02275,10-03-2020 19:50,2020,3,Tuesday,19,C0129,University Student,Pre-Booked,Group,2.7,10.8,E-Wallet,5,Yes,54,N/A
BK03384,10-03-2020 20:46,2020,3,Tuesday,20,C0706,University Student,Pre-Booked,Individual,1.6,6.4,Card,3,Yes,55,N/A
BK00725,11-03-2020 01:20,2020,3,Wednesday,1,C0651,University Student,Walk-in,Private Room,2.4,36,Cash,4,No,65,Yes
BK02803,11-03-2020 01:50,2020,3,Wednesday,1,C1677,Freelancer,Walk-in,Individual,2,8,E-Wallet,5,No,50,Yes
BK03523,11-03-2020 08:32,2020,3,Wednesday,8,C0595,University Student,Pre-Booked,Individual,3,12,Cash,4,No,55,N/A
BK05480,12-03-2020 05:52,2020,3,Thursday,5,C0952,University Student,Walk-in,Group,1.5,6,Card,5,No,70,Yes
BK03985,12-03-2020 09:56,2020,3,Thursday,9,C0306,Other,Pre-Booked,Private Room,2.3,34.5,E-Wallet,4,No,53,N/A
BK01014,12-03-2020 12:59,2020,3,Thursday,12,C0992,Freelancer,Pre-Booked,Private Room,2.9,43.5,E-Wallet,4,No,57,N/A
BK03119,12-03-2020 16:04,2020,3,Thursday,16,C1132,Freelancer,Walk-in,Individual,1.8,7.2,E-Wallet,4,Yes,59,Yes
BK00893,12-03-2020 19:45,2020,3,Thursday,19,C1313,Other,Pre-Booked,Group,2,8,Card,4,Yes,58,N/A
BK04853,12-03-2020 20:17,2020,3,Thursday,20,C0482,University Student,Pre-Booked,Private Room,3.4,51,E-Wallet,5,Yes,48,N/A
BK04163,12-03-2020 22:37,2020,3,Thursday,22,C0125,University Student,Pre-Booked,Group,1.9,7.6,Card,4,No,47,N/A
BK03651,13-03-2020 02:34,2020,3,Friday,2,C1308,Freelancer,Walk-in,Group,1.4,5.6,Cash,4,No,61,Yes
BK04926,13-03-2020 18:46,2020,3,Friday,18,C0451,Working Professional,Walk-in,Private Room,2.4,36,E-Wallet,5,Yes,64,Yes
BK03350,14-03-2020 09:41,2020,3,Saturday,9,C0867,University Student,Pre-Booked,Individual,1.7,6.8,Cash,4,No,73,N/A
BK00044,14-03-2020 12:32,2020,3,Saturday,12,C0819,Freelancer,Pre-Booked,Individual,1.6,6.4,Card,4,No,71,N/A
BK02951,14-03-2020 21:06,2020,3,Saturday,21,C1090,Freelancer,Pre-Booked,Private Room,1.6,24,Cash,2,Yes,60,N/A
BK04070,14-03-2020 23:25,2020,3,Saturday,23,C1472,University Student,Pre-Booked,Group,3.2,12.8,E-Wallet,5,No,64,N/A
BK03787,15-03-2020 10:12,2020,3,Sunday,10,C0317,University Student,Walk-in,Individual,1.7,6.8,Cash,4,No,70,Yes
BK04132,15-03-2020 17:05,2020,3,Sunday,17,C1245,University Student,Pre-Booked,Private Room,2.1,31.5,E-Wallet,5,Yes,67,N/A
BK01641,15-03-2020 21:43,2020,3,Sunday,21,C0979,University Student,Walk-in,Group,1.7,6.8,Cash,4,Yes,68,Yes
BK01694,15-03-2020 23:59,2020,3,Sunday,23,C1200,University Student,Walk-in,Individual,1.5,6,E-Wallet,4,No,76,Yes
BK02974,16-03-2020 10:39,2020,3,Monday,10,C0510,Freelancer,Pre-Booked,Group,1.7,6.8,Card,4,No,54,N/A
BK04851,16-03-2020 11:40,2020,3,Monday,11,C1590,University Student,Pre-Booked,Group,2.9,11.6,E-Wallet,3,No,65,N/A
BK03821,16-03-2020 22:39,2020,3,Monday,22,C0757,Other,Pre-Booked,Individual,3,12,E-Wallet,3,No,48,N/A
BK04967,16-03-2020 23:31,2020,3,Monday,23,C0977,Other,Pre-Booked,Individual,1.7,6.8,Cash,4,No,59,N/A
BK03226,17-03-2020 19:56,2020,3,Tuesday,19,C1519,Freelancer,Walk-in,Group,1.4,5.6,Cash,4,Yes,61,Yes
BK00869,18-03-2020 01:31,2020,3,Wednesday,1,C1957,Freelancer,Walk-in,Private Room,1.8,27,E-Wallet,4,No,56,Yes
BK03455,18-03-2020 07:58,2020,3,Wednesday,7,C1047,University Student,Walk-in,Individual,1.1,4.4,E-Wallet,4,No,54,Yes
BK02817,18-03-2020 11:28,2020,3,Wednesday,11,C1486,Freelancer,Pre-Booked,Individual,3,12,Card,3,No,64,N/A
BK04174,19-03-2020 10:01,2020,3,Thursday,10,C1183,University Student,Walk-in,Individual,2.4,9.6,Card,4,No,53,Yes
BK03929,20-03-2020 00:40,2020,3,Friday,0,C1698,Working Professional,Pre-Booked,Individual,2.1,8.4,E-Wallet,3,No,57,N/A
BK01855,20-03-2020 04:19,2020,3,Friday,4,C0150,University Student,Pre-Booked,Individual,2.7,10.8,E-Wallet,4,No,64,N/A
BK03435,20-03-2020 08:26,2020,3,Friday,8,C1466,Freelancer,Pre-Booked,Individual,1.9,7.6,Card,3,No,51,N/A
BK01444,21-03-2020 06:01,2020,3,Saturday,6,C1562,University Student,Pre-Booked,Private Room,3.2,48,Cash,2,No,67,N/A
BK03667,21-03-2020 12:08,2020,3,Saturday,12,C0141,University Student,Walk-in,Individual,1.3,5.2,Card,2,No,60,Yes
BK01393,21-03-2020 14:15,2020,3,Saturday,14,C0625,University Student,Pre-Booked,Individual,2.1,8.4,Cash,3,Yes,75,N/A
BK01801,22-03-2020 13:26,2020,3,Sunday,13,C0741,University Student,Walk-in,Individual,2.3,9.2,Card,4,No,62,Yes
BK00139,22-03-2020 13:37,2020,3,Sunday,13,C0719,Freelancer,Walk-in,Group,1,4,E-Wallet,5,No,70,Yes
BK03960,22-03-2020 20:34,2020,3,Sunday,20,C1121,University Student,Pre-Booked,Private Room,2.5,37.5,E-Wallet,5,Yes,64,N/A
BK01827,22-03-2020 22:44,2020,3,Sunday,22,C1233,Freelancer,Pre-Booked,Private Room,1.8,27,Card,5,No,74,N/A
BK00936,24-03-2020 09:13,2020,3,Tuesday,9,C0932,University Student,Walk-in,Individual,1.4,5.6,E-Wallet,4,No,52,Yes
BK04835,25-03-2020 04:19,2020,3,Wednesday,4,C1587,Freelancer,Pre-Booked,Group,1.5,6,E-Wallet,5,No,52,N/A
BK05443,25-03-2020 06:15,2020,3,Wednesday,6,C1249,University Student,Pre-Booked,Group,1.8,7.2,Cash,4,No,64,N/A
BK00656,25-03-2020 19:29,2020,3,Wednesday,19,C0564,University Student,Pre-Booked,Individual,3.2,12.8,E-Wallet,3,Yes,53,N/A
BK04812,25-03-2020 21:09,2020,3,Wednesday,21,C0003,Freelancer,Pre-Booked,Individual,2.9,11.6,E-Wallet,5,Yes,58,N/A
BK05307,26-03-2020 03:34,2020,3,Thursday,3,C0570,Freelancer,Pre-Booked,Private Room,3.5,52.5,Card,5,No,48,N/A
BK04700,26-03-2020 09:10,2020,3,Thursday,9,C1060,University Student,Pre-Booked,Private Room,3.3,49.5,Card,4,No,56,N/A
BK02084,26-03-2020 14:44,2020,3,Thursday,14,C1928,Freelancer,Walk-in,Group,1.1,4.4,E-Wallet,2,Yes,66,Yes
BK02460,26-03-2020 19:35,2020,3,Thursday,19,C0933,University Student,Pre-Booked,Private Room,3.2,48,E-Wallet,5,Yes,49,N/A
BK05495,27-03-2020 07:55,2020,3,Friday,7,C0049,Other,Walk-in,Individual,1.9,7.6,Cash,5,No,65,Yes
BK04146,27-03-2020 09:08,2020,3,Friday,9,C1188,University Student,Pre-Booked,Individual,2.2,8.8,E-Wallet,4,No,52,N/A
BK01140,27-03-2020 10:17,2020,3,Friday,10,C1300,Freelancer,Walk-in,Group,1.9,7.6,E-Wallet,4,No,64,Yes
BK02700,27-03-2020 13:11,2020,3,Friday,13,C1326,Freelancer,Pre-Booked,Individual,3.3,13.2,E-Wallet,3,No,63,N/A
BK04255,27-03-2020 13:18,2020,3,Friday,13,C1015,University Student,Walk-in,Group,1.7,6.8,Cash,1,No,70,Yes
BK03195,27-03-2020 16:28,2020,3,Friday,16,C0228,Working Professional,Pre-Booked,Individual,1.9,7.6,E-Wallet,5,Yes,48,N/A
BK03874,27-03-2020 18:36,2020,3,Friday,18,C0607,University Student,Pre-Booked,Group,2.1,8.4,E-Wallet,5,Yes,65,N/A
BK00864,27-03-2020 22:10,2020,3,Friday,22,C0375,Freelancer,Pre-Booked,Individual,1.6,6.4,Card,5,No,51,N/A
BK02213,28-03-2020 01:21,2020,3,Saturday,1,C1763,University Student,Walk-in,Private Room,2,30,Cash,5,No,78,Yes
BK01930,28-03-2020 05:40,2020,3,Saturday,5,C1123,Working Professional,Pre-Booked,Private Room,3.1,46.5,E-Wallet,5,No,56,N/A
BK04555,28-03-2020 06:48,2020,3,Saturday,6,C1579,Working Professional,Walk-in,Individual,1.8,7.2,E-Wallet,4,No,77,Yes
BK03120,30-03-2020 02:31,2020,3,Monday,2,C0540,University Student,Pre-Booked,Private Room,1.5,22.5,Card,5,No,60,N/A
BK04213,30-03-2020 05:07,2020,3,Monday,5,C0799,University Student,Pre-Booked,Group,2.8,11.2,Card,4,No,51,N/A
BK03511,30-03-2020 05:41,2020,3,Monday,5,C1444,University Student,Walk-in,Private Room,1.3,19.5,E-Wallet,5,No,66,Yes
BK03031,30-03-2020 10:12,2020,3,Monday,10,C0626,University Student,Pre-Booked,Individual,2,8,E-Wallet,2,No,50,N/A
BK02618,30-03-2020 12:24,2020,3,Monday,12,C1551,University Student,Walk-in,Individual,1.5,6,Cash,5,No,64,Yes
BK00096,30-03-2020 16:39,2020,3,Monday,16,C0461,Other,Pre-Booked,Group,1.8,7.2,Card,4,Yes,47,N/A
BK04838,30-03-2020 22:11,2020,3,Monday,22,C0413,University Student,Pre-Booked,Private Room,2.6,39,Card,5,No,49,N/A
BK05459,31-03-2020 00:32,2020,3,Tuesday,0,C1120,University Student,Walk-in,Individual,2.4,9.6,Cash,5,No,67,Yes
BK00618,31-03-2020 11:08,2020,3,Tuesday,11,C1323,Working Professional,Walk-in,Individual,2.4,9.6,Card,4,No,51,Yes
BK02127,31-03-2020 15:11,2020,3,Tuesday,15,C0309,University Student,Walk-in,Private Room,2.2,33,E-Wallet,4,Yes,55,Yes
BK03765,31-03-2020 15:29,2020,3,Tuesday,15,C0448,University Student,Pre-Booked,Group,3.1,12.4,E-Wallet,4,Yes,57,N/A
BK02012,31-03-2020 16:07,2020,3,Tuesday,16,C0060,Freelancer,Pre-Booked,Private Room,2.1,31.5,E-Wallet,5,Yes,64,N/A
BK02419,01-04-2020 01:19,2020,4,Wednesday,1,C1018,University Student,Pre-Booked,Group,4.4,17.6,E-Wallet,3,No,72,N/A
BK04983,01-04-2020 04:09,2020,4,Wednesday,4,C1643,University Student,Pre-Booked,Individual,3.8,15.2,E-Wallet,5,No,71,N/A
BK05115,01-04-2020 08:26,2020,4,Wednesday,8,C0807,University Student,Pre-Booked,Group,3,12,Card,5,No,75,N/A
BK01218,01-04-2020 12:39,2020,4,Wednesday,12,C0401,Working Professional,Pre-Booked,Individual,3.4,13.6,Cash,5,No,71,N/A
BK02465,01-04-2020 22:14,2020,4,Wednesday,22,C0378,Working Professional,Walk-in,Group,4,16,Cash,2,No,78,Yes
BK01740,02-04-2020 13:14,2020,4,Thursday,13,C0344,University Student,Walk-in,Individual,2.2,8.8,Card,5,No,76,Yes
BK03828,03-04-2020 03:55,2020,4,Friday,3,C0833,University Student,Pre-Booked,Group,4.2,16.8,E-Wallet,5,No,78,N/A
BK04251,03-04-2020 17:48,2020,4,Friday,17,C0770,University Student,Pre-Booked,Private Room,4.7,70.5,Cash,5,Yes,81,N/A
BK01796,04-04-2020 06:52,2020,4,Saturday,6,C1952,University Student,Pre-Booked,Individual,4.1,16.4,E-Wallet,5,No,90,N/A
BK01610,04-04-2020 08:22,2020,4,Saturday,8,C1424,Working Professional,Pre-Booked,Private Room,2.8,42,Card,5,No,93,N/A
BK04363,04-04-2020 13:07,2020,4,Saturday,13,C1590,Working Professional,Pre-Booked,Group,3.9,15.6,E-Wallet,4,No,81,N/A
BK03974,05-04-2020 03:16,2020,4,Sunday,3,C1298,University Student,Pre-Booked,Private Room,4.4,66,Card,3,No,95,N/A
BK04648,05-04-2020 05:37,2020,4,Sunday,5,C1600,University Student,Walk-in,Individual,3.3,13.2,Cash,4,No,84,Yes
BK03035,05-04-2020 17:54,2020,4,Sunday,17,C0843,University Student,Walk-in,Individual,3.5,14,E-Wallet,4,Yes,94,Yes
BK01650,06-04-2020 01:06,2020,4,Monday,1,C0806,University Student,Pre-Booked,Group,4.4,17.6,Card,3,No,73,N/A
BK03704,06-04-2020 05:12,2020,4,Monday,5,C1395,Working Professional,Walk-in,Group,3,12,E-Wallet,5,No,76,Yes
BK00186,06-04-2020 18:00,2020,4,Monday,18,C0742,University Student,Walk-in,Group,2.1,8.4,E-Wallet,5,Yes,81,Yes
BK01146,07-04-2020 17:07,2020,4,Tuesday,17,C1519,University Student,Pre-Booked,Individual,5,20,Card,3,Yes,81,N/A
BK00265,08-04-2020 10:34,2020,4,Wednesday,10,C1732,University Student,Pre-Booked,Individual,2.6,10.4,E-Wallet,4,No,80,N/A
BK02090,09-04-2020 09:23,2020,4,Thursday,9,C0950,University Student,Walk-in,Individual,2.2,8.8,Card,3,No,74,Yes
BK04857,09-04-2020 12:02,2020,4,Thursday,12,C1837,University Student,Walk-in,Private Room,2.9,43.5,E-Wallet,5,No,78,Yes
BK03029,09-04-2020 18:19,2020,4,Thursday,18,C0674,Freelancer,Pre-Booked,Group,2.9,11.6,E-Wallet,5,Yes,71,N/A
BK01095,09-04-2020 18:58,2020,4,Thursday,18,C1135,Freelancer,Pre-Booked,Individual,3.5,14,E-Wallet,5,Yes,79,N/A
BK00933,10-04-2020 01:40,2020,4,Friday,1,C1176,Working Professional,Walk-in,Individual,2.7,10.8,Card,4,No,89,Yes
BK02464,10-04-2020 14:34,2020,4,Friday,14,C0384,University Student,Walk-in,Private Room,3.9,58.5,E-Wallet,4,Yes,75,Yes
BK01745,10-04-2020 21:53,2020,4,Friday,21,C0113,Freelancer,Pre-Booked,Group,3.8,15.2,E-Wallet,3,Yes,68,N/A
BK04305,11-04-2020 11:42,2020,4,Saturday,11,C1246,Freelancer,Pre-Booked,Group,4.6,18.4,Card,4,No,85,N/A
BK03477,11-04-2020 19:39,2020,4,Saturday,19,C0970,University Student,Pre-Booked,Private Room,4.8,72,E-Wallet,5,Yes,94,N/A
BK02468,12-04-2020 05:03,2020,4,Sunday,5,C1183,University Student,Pre-Booked,Individual,4.6,18.4,E-Wallet,5,No,87,N/A
BK00391,12-04-2020 17:57,2020,4,Sunday,17,C1891,University Student,Pre-Booked,Private Room,3.2,48,Card,5,Yes,95,N/A
BK04696,13-04-2020 12:34,2020,4,Monday,12,C0437,University Student,Pre-Booked,Individual,4.2,16.8,E-Wallet,5,No,77,N/A
BK04048,14-04-2020 02:51,2020,4,Tuesday,2,C1092,University Student,Pre-Booked,Private Room,4.7,70.5,E-Wallet,5,No,76,N/A
BK01153,14-04-2020 21:19,2020,4,Tuesday,21,C0722,Other,Pre-Booked,Individual,4,16,Card,5,Yes,81,N/A
BK00789,15-04-2020 06:24,2020,4,Wednesday,6,C1470,University Student,Walk-in,Individual,3,12,Cash,5,No,80,Yes
BK04301,15-04-2020 12:47,2020,4,Wednesday,12,C0012,University Student,Pre-Booked,Individual,4,16,E-Wallet,4,No,84,N/A
BK04737,15-04-2020 18:56,2020,4,Wednesday,18,C1428,University Student,Walk-in,Group,3.9,15.6,E-Wallet,5,Yes,70,Yes
BK01210,15-04-2020 21:27,2020,4,Wednesday,21,C1808,Freelancer,Pre-Booked,Private Room,2.6,39,Cash,5,Yes,79,N/A
BK01451,16-04-2020 08:01,2020,4,Thursday,8,C0070,Freelancer,Pre-Booked,Private Room,4.5,67.5,Cash,3,No,85,N/A
BK04551,16-04-2020 13:30,2020,4,Thursday,13,C1652,Other,Pre-Booked,Group,3.7,14.8,Card,5,No,82,N/A
BK03553,16-04-2020 18:47,2020,4,Thursday,18,C0778,University Student,Pre-Booked,Group,3.9,15.6,Card,5,Yes,83,N/A
BK02911,16-04-2020 19:45,2020,4,Thursday,19,C1366,Freelancer,Pre-Booked,Group,2.6,10.4,E-Wallet,3,Yes,74,N/A
BK01592,17-04-2020 07:02,2020,4,Friday,7,C1018,Freelancer,Walk-in,Individual,2.1,8.4,Card,5,No,74,Yes
BK05310,17-04-2020 12:22,2020,4,Friday,12,C0571,University Student,Pre-Booked,Private Room,4,60,E-Wallet,5,No,79,N/A
BK01785,19-04-2020 03:26,2020,4,Sunday,3,C0851,University Student,Walk-in,Group,2.2,8.8,Cash,3,No,84,Yes
BK01533,19-04-2020 08:20,2020,4,Sunday,8,C1405,Freelancer,Pre-Booked,Individual,4.8,19.2,Cash,5,No,84,N/A
BK00401,19-04-2020 17:34,2020,4,Sunday,17,C1608,Freelancer,Walk-in,Private Room,2.7,40.5,Cash,4,Yes,100,Yes
BK01230,20-04-2020 14:32,2020,4,Monday,14,C0044,University Student,Pre-Booked,Individual,3.7,14.8,Card,5,Yes,72,N/A
BK03937,21-04-2020 05:06,2020,4,Tuesday,5,C1980,Working Professional,Pre-Booked,Individual,4.2,16.8,Card,5,No,80,N/A
BK03514,21-04-2020 20:36,2020,4,Tuesday,20,C1138,University Student,Pre-Booked,Individual,3.1,12.4,Card,5,Yes,82,N/A
BK05024,22-04-2020 09:11,2020,4,Wednesday,9,C1547,University Student,Pre-Booked,Group,3.9,15.6,E-Wallet,5,No,71,N/A
BK04868,23-04-2020 00:21,2020,4,Thursday,0,C0097,Freelancer,Pre-Booked,Group,4.5,18,Card,5,No,65,N/A
BK04356,23-04-2020 01:04,2020,4,Thursday,1,C1825,University Student,Pre-Booked,Private Room,2.6,39,Card,3,No,77,N/A
BK03521,23-04-2020 13:24,2020,4,Thursday,13,C1590,University Student,Pre-Booked,Individual,3.4,13.6,Card,4,No,69,N/A
BK02305,23-04-2020 20:36,2020,4,Thursday,20,C1790,University Student,Pre-Booked,Group,3.1,12.4,E-Wallet,4,Yes,67,N/A
BK00476,23-04-2020 21:17,2020,4,Thursday,21,C1826,Freelancer,Walk-in,Group,2.9,11.6,Cash,4,Yes,77,Yes
BK05330,23-04-2020 21:43,2020,4,Thursday,21,C1312,University Student,Walk-in,Individual,2.6,10.4,Cash,4,Yes,89,Yes
BK00285,24-04-2020 05:24,2020,4,Friday,5,C1347,Freelancer,Walk-in,Individual,3.1,12.4,Card,2,No,77,Yes
BK03082,24-04-2020 09:26,2020,4,Friday,9,C1198,University Student,Walk-in,Individual,3.5,14,E-Wallet,5,No,79,Yes
BK04508,24-04-2020 17:55,2020,4,Friday,17,C0667,University Student,Pre-Booked,Private Room,4.8,72,E-Wallet,5,Yes,68,N/A
BK00778,24-04-2020 23:11,2020,4,Friday,23,C1746,University Student,Pre-Booked,Individual,4.5,18,E-Wallet,5,No,85,N/A
BK03202,24-04-2020 23:17,2020,4,Friday,23,C1631,University Student,Walk-in,Private Room,3.2,48,E-Wallet,5,No,78,Yes
BK00103,25-04-2020 00:22,2020,4,Saturday,0,C0032,University Student,Pre-Booked,Private Room,2.8,42,Card,3,No,89,N/A
BK05291,25-04-2020 12:13,2020,4,Saturday,12,C0697,Working Professional,Pre-Booked,Private Room,4.6,69,Card,4,No,82,N/A
BK05472,25-04-2020 14:08,2020,4,Saturday,14,C1397,Other,Pre-Booked,Group,4.3,17.2,E-Wallet,5,Yes,79,N/A
BK00121,25-04-2020 14:44,2020,4,Saturday,14,C0859,University Student,Pre-Booked,Group,4.7,18.8,E-Wallet,5,Yes,92,N/A
BK02511,25-04-2020 19:11,2020,4,Saturday,19,C1999,University Student,Pre-Booked,Individual,4.2,16.8,E-Wallet,5,Yes,90,N/A
BK03321,26-04-2020 01:23,2020,4,Sunday,1,C0378,University Student,Pre-Booked,Private Room,3.4,51,Card,5,No,78,N/A
BK00415,26-04-2020 02:01,2020,4,Sunday,2,C1339,University Student,Walk-in,Group,3.2,12.8,Card,2,No,83,Yes
BK00624,26-04-2020 04:22,2020,4,Sunday,4,C0697,Freelancer,Pre-Booked,Private Room,2.6,39,E-Wallet,5,No,81,N/A
BK02712,26-04-2020 10:18,2020,4,Sunday,10,C0476,Freelancer,Walk-in,Group,3.2,12.8,Card,5,No,84,Yes
BK03602,26-04-2020 13:37,2020,4,Sunday,13,C0248,Freelancer,Pre-Booked,Group,2.7,10.8,Card,3,No,93,N/A
BK03052,26-04-2020 22:18,2020,4,Sunday,22,C0584,Freelancer,Pre-Booked,Private Room,2.8,42,E-Wallet,5,No,83,N/A
BK03144,26-04-2020 22:34,2020,4,Sunday,22,C0259,University Student,Pre-Booked,Group,4.1,16.4,E-Wallet,5,No,79,N/A
BK05166,27-04-2020 01:53,2020,4,Monday,1,C0288,University Student,Pre-Booked,Individual,3.9,15.6,Card,3,No,80,N/A
BK04794,27-04-2020 07:29,2020,4,Monday,7,C1455,University Student,Pre-Booked,Group,4.2,16.8,Card,4,No,68,N/A
BK00651,27-04-2020 15:25,2020,4,Monday,15,C1760,Freelancer,Pre-Booked,Group,3.7,14.8,Card,4,Yes,81,N/A
BK03848,28-04-2020 13:26,2020,4,Tuesday,13,C1189,University Student,Pre-Booked,Individual,3.2,12.8,E-Wallet,5,No,74,N/A
BK01364,28-04-2020 22:54,2020,4,Tuesday,22,C0692,University Student,Pre-Booked,Private Room,4.7,70.5,E-Wallet,5,No,67,N/A
BK04803,28-04-2020 23:59,2020,4,Tuesday,23,C1470,University Student,Pre-Booked,Group,4.5,18,Card,5,No,70,N/A
BK01280,29-04-2020 04:05,2020,4,Wednesday,4,C0073,University Student,Walk-in,Private Room,2.6,39,Cash,4,No,90,Yes
BK03808,29-04-2020 17:33,2020,4,Wednesday,17,C1705,University Student,Pre-Booked,Individual,3.3,13.2,E-Wallet,5,Yes,82,N/A
BK01247,29-04-2020 22:41,2020,4,Wednesday,22,C0629,Freelancer,Pre-Booked,Individual,4.5,18,Card,5,No,68,N/A
BK03525,30-04-2020 04:00,2020,4,Thursday,4,C0863,University Student,Pre-Booked,Individual,3.9,15.6,Card,3,No,83,N/A
BK00043,30-04-2020 07:30,2020,4,Thursday,7,C0457,Working Professional,Walk-in,Individual,2.9,11.6,E-Wallet,5,No,77,Yes
BK05289,30-04-2020 21:30,2020,4,Thursday,21,C0336,Freelancer,Walk-in,Individual,3.7,14.8,Card,5,Yes,74,Yes
BK03418,01-05-2020 02:15,2020,5,Friday,2,C0413,Freelancer,Pre-Booked,Individual,4.8,19.2,E-Wallet,4,No,71,N/A
BK01441,01-05-2020 03:21,2020,5,Friday,3,C0859,University Student,Walk-in,Private Room,3.3,49.5,Card,4,No,75,Yes
BK03106,01-05-2020 03:24,2020,5,Friday,3,C1831,University Student,Pre-Booked,Private Room,3.6,54,E-Wallet,5,No,68,N/A
BK02809,01-05-2020 05:04,2020,5,Friday,5,C1443,Freelancer,Pre-Booked,Group,4.5,18,E-Wallet,5,No,68,N/A
BK00491,01-05-2020 06:46,2020,5,Friday,6,C1695,Working Professional,Walk-in,Group,2.2,8.8,Cash,5,No,87,Yes
BK02379,01-05-2020 09:28,2020,5,Friday,9,C1464,University Student,Pre-Booked,Individual,3.8,15.2,E-Wallet,4,No,69,N/A
BK03621,01-05-2020 20:38,2020,5,Friday,20,C0819,Freelancer,Pre-Booked,Individual,3.8,15.2,E-Wallet,4,Yes,79,N/A
BK03176,02-05-2020 03:26,2020,5,Saturday,3,C0069,Freelancer,Pre-Booked,Group,3.5,14,Card,5,No,93,N/A
BK00677,02-05-2020 04:44,2020,5,Saturday,4,C0174,Other,Pre-Booked,Group,3.5,14,E-Wallet,5,No,90,N/A
BK01804,02-05-2020 08:05,2020,5,Saturday,8,C0728,Freelancer,Pre-Booked,Individual,3.5,14,Card,5,No,94,N/A
BK02935,02-05-2020 08:13,2020,5,Saturday,8,C1442,University Student,Walk-in,Group,2,8,Card,3,No,99,Yes
BK03472,02-05-2020 10:35,2020,5,Saturday,10,C0461,University Student,Pre-Booked,Group,2.6,10.4,Card,3,No,82,N/A
BK03954,02-05-2020 20:11,2020,5,Saturday,20,C0287,Other,Walk-in,Individual,3.4,13.6,E-Wallet,5,Yes,83,Yes
BK00252,02-05-2020 20:52,2020,5,Saturday,20,C0621,Working Professional,Walk-in,Individual,3.4,13.6,Card,4,Yes,90,Yes
BK03936,03-05-2020 09:31,2020,5,Sunday,9,C1432,University Student,Walk-in,Individual,3.7,14.8,E-Wallet,3,No,86,Yes
BK00031,03-05-2020 11:21,2020,5,Sunday,11,C0489,Freelancer,Pre-Booked,Group,3.8,15.2,Cash,4,No,85,N/A
BK04721,03-05-2020 20:53,2020,5,Sunday,20,C0967,Freelancer,Walk-in,Private Room,2.3,34.5,E-Wallet,4,Yes,92,Yes
BK01760,04-05-2020 21:59,2020,5,Monday,21,C1965,University Student,Pre-Booked,Individual,2.7,10.8,E-Wallet,5,Yes,73,N/A
BK00091,04-05-2020 23:53,2020,5,Monday,23,C1301,Freelancer,Pre-Booked,Individual,3.6,14.4,E-Wallet,5,No,78,N/A
BK00066,05-05-2020 01:51,2020,5,Tuesday,1,C1156,Freelancer,Pre-Booked,Private Room,2.6,39,E-Wallet,4,No,68,N/A
BK05368,06-05-2020 06:40,2020,5,Wednesday,6,C0726,University Student,Pre-Booked,Private Room,4.7,70.5,Card,4,No,79,N/A
BK04571,06-05-2020 12:18,2020,5,Wednesday,12,C1784,Working Professional,Pre-Booked,Individual,3,12,E-Wallet,4,No,69,N/A
